"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","Hazardous","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days PM2.5","# Days PM10"
"06001","Alameda County, CA","365","185","175","5",".",".",".","122","70","49",".","1","104","260","."
"06005","Amador County, CA","364","333","30","1",".",".",".","112","50","36",".",".","364",".","."
"06007","Butte County, CA","365","191","171","3",".",".",".","119","77","50",".",".","232","133","."
"06009","Calaveras County, CA","364","286","77","1",".",".",".","115","58","41",".",".","233","130","1"
"06011","Colusa County, CA","363","240","122","1",".",".",".","105","59","44",".",".","180","176","7"
"06013","Contra Costa County, CA","365","175","188","2",".",".",".","129","67","51",".",".","92","273","."
"06015","Del Norte County, CA","344","299","45",".",".",".",".","74","52","29",".",".",".","344","."
"06017","El Dorado County, CA","365","258","93","12","2",".",".","186","77","43",".",".","351","9","5"
"06019","Fresno County, CA","365","78","217","67","3",".",".","159","115","71",".",".","192","160","13"
"06021","Glenn County, CA","360","264","95","1",".",".",".","104","61","42",".",".","254","98","8"
"06023","Humboldt County, CA","365","340","25",".",".",".",".","74","42","24","1",".","208","85","71"
"06025","Imperial County, CA","365","86","232","34","5","2","6","791","106","61",".","1","124","143","97"
"06027","Inyo County, CA","365","117","217","18","4","4","5","1551","97","58",".",".","186","131","48"
"06029","Kern County, CA","365","47","196","109","12","1",".","289","136","80",".",".","184","159","22"
"06031","Kings County, CA","365","71","244","48","2",".",".","187","108","69",".",".","162","151","52"
"06033","Lake County, CA","363","359","4",".",".",".",".","76","43","32",".",".","348","15","."
"06037","Los Angeles County, CA","365","17","254","65","28","1",".","209","140","74",".","19","168","169","9"
"06039","Madera County, CA","365","147","205","13",".",".",".","136","87","54",".",".","210","132","23"
"06041","Marin County, CA","365","275","90",".",".",".",".","91","57","37",".","1","145","219","."
"06043","Mariposa County, CA","365","211","125","8","21",".",".","198","89","48",".",".","272","92","1"
"06045","Mendocino County, CA","365","129","234","2",".",".",".","103","69","54",".",".","24","341","."
"06047","Merced County, CA","365","140","212","13",".",".",".","143","87","56",".",".","192","145","28"
"06051","Mono County, CA","365","276","61","5","7","1","15","8368","68","27",".",".",".","264","101"
"06053","Monterey County, CA","365","299","66",".",".",".",".","80","54","39",".",".","188","152","25"
"06057","Nevada County, CA","365","185","161","11","3","5",".","293","87","50",".",".","252","113","."
"06059","Orange County, CA","365","143","215","5","2",".",".","156","71","53",".","9","120","230","6"
"06061","Placer County, CA","365","156","185","15","4","3","2","442","90","54",".",".","240","124","1"
"06063","Plumas County, CA","359","148","182","25","4",".",".","175","96","55",".",".",".","359","."
"06065","Riverside County, CA","365","41","198","86","31","2","7","1683","151","77",".",".","192","117","56"
"06067","Sacramento County, CA","365","162","184","17","2",".",".","164","93","53",".",".","192","172","1"
"06069","San Benito County, CA","365","297","68",".",".",".",".","97","57","42",".",".","294","70","1"
"06071","San Bernardino County, CA","365","23","212","67","56","7",".","225","166","77",".","9","193","146","17"
"06073","San Diego County, CA","365","42","297","25","1",".",".","156","97","63",".","1","145","196","23"
"06075","San Francisco County, CA","364","260","104",".",".",".",".","88","59","36","2","15","152","195","."
"06077","San Joaquin County, CA","365","192","164","8",".","1",".","208","86","48",".",".","167","175","23"
"06079","San Luis Obispo County, CA","365","117","245","3",".",".",".","115","75","55",".",".","157","206","2"
"06081","San Mateo County, CA","365","267","98",".",".",".",".","85","60","36",".","6","170","189","."
"06083","Santa Barbara County, CA","365","198","167",".",".",".",".","93","60","48",".",".","129","233","3"
"06085","Santa Clara County, CA","365","188","172","5",".",".",".","119","73","49",".",".","125","240","."
"06087","Santa Cruz County, CA","365","287","78",".",".",".",".","93","56","35",".",".","170","195","."
"06089","Shasta County, CA","365","253","106","6",".",".",".","119","71","45",".",".","298","67","."
"06093","Siskiyou County, CA","362","269","86","2","4",".","1","454","62","41",".",".","200","162","."
"06095","Solano County, CA","365","235","130",".",".",".",".","93","67","43",".",".","193","172","."
"06097","Sonoma County, CA","365","286","79",".",".",".",".","82","56","36",".",".","189","174","2"
"06099","Stanislaus County, CA","365","108","234","22","1",".",".","166","95","57",".",".","122","228","15"
"06101","Sutter County, CA","364","154","205","5",".",".",".","119","81","52",".",".","172","192","."
"06103","Tehama County, CA","365","245","117","3",".",".",".","108","74","44",".",".","277","88","."
"06105","Trinity County, CA","353","227","111","5","5","3","2","342","72","34",".",".",".","353","."
"06107","Tulare County, CA","365","58","193","106","8",".",".","182","129","77",".",".","189","163","13"
"06109","Tuolumne County, CA","250","237","12","1",".",".",".","108","48","39",".",".","250",".","."
"06111","Ventura County, CA","365","171","183","11",".",".",".","140","80","52",".",".","235","130","."
"06113","Yolo County, CA","365","283","80","2",".",".",".","101","64","42",".",".","276","89","."
